cost_date,category,region,amount
2025-09-01,logistics,apac,339.87
2025-09-01,logistics,latam,318.35
2025-09-01,packaging,us,421.74
2025-09-01,packaging,eu,210.27
2025-09-01,packaging,apac,84.45
2025-09-01,packaging,latam,79.91
2025-09-01,payment_processing_fees,global,1557.1
2025-09-01,customer_support_tooling,global,644.95
2025-09-01,insurance,global,435.01
2025-09-02,rent,global,1895.71
2025-09-02,software_licenses,global,1475.67
2025-09-02,logistics,us,1972.49
2025-09-02,logistics,eu,778.77
2025-09-02,logistics,apac,372.56
2025-09-02,logistics,latam,322.85
2025-09-02,packaging,us,483.61
2025-09-02,packaging,eu,172.06
2025-09-02,packaging,apac,82.25
2025-09-02,packaging,latam,72.33
2025-09-02,payment_processing_fees,global,1834.36
2025-09-02,customer_support_tooling,global,590.02
2025-09-02,insurance,global,406.56
2025-09-03,rent,global,2015.6
2025-09-03,software_licenses,global,1441.8
2025-09-03,logistics,us,1865.29
2025-09-03,logistics,eu,744.76
2025-09-03,logistics,apac,405.58
2025-09-03,logistics,latam,311.2
2025-09-03,packaging,us,459.46
2025-09-03,packaging,eu,195.86
2025-09-03,packaging,apac,71.9
2025-09-03,packaging,latam,70.67
2025-09-03,payment_processing_fees,global,1644.34
2025-09-03,customer_support_tooling,global,559.59
2025-09-03,insurance,global,406.12
2025-09-04,rent,global,1931.8
2025-09-04,software_licenses,global,1358.39
2025-09-04,logistics,us,1866.3
2025-09-04,logistics,eu,782.85
2025-09-04,logistics,apac,385.09
2025-09-04,logistics,latam,308.59
2025-09-04,packaging,us,449.99
2025-09-04,packaging,eu,198.69
2025-09-04,packaging,apac,81.63
2025-09-04,packaging,latam,84.78
2025-09-04,payment_processing_fees,global,1760.57
2025-09-04,customer_support_tooling,global,604.44
2025-09-04,insurance,global,442.09
2025-09-05,rent,global,1986.52
2025-09-05,software_licenses,global,1428.12
2025-09-05,logistics,us,1935.67
2025-09-05,logistics,eu,783.9
2025-09-05,logistics,apac,311.01
2025-09-05,logistics,latam,299.71
2025-09-05,packaging,us,440.35
2025-09-05,packaging,eu,196.45
2025-09-05,packaging,apac,83.37
2025-09-05,packaging,latam,69.44
2025-09-05,payment_processing_fees,global,1581.22
2025-09-05,customer_support_tooling,global,627.06
2025-09-05,insurance,global,420.54
2025-09-06,rent,global,1763.51
2025-09-06,software_licenses,global,1447.17
2025-09-06,logistics,us,1821.28
2025-09-06,logistics,eu,811.7
2025-09-06,logistics,apac,333.82
2025-09-06,logistics,latam,313.06
2025-09-06,packaging,us,448.63
2025-09-06,packaging,eu,177.77
2025-09-06,packaging,apac,91.53
2025-09-06,packaging,latam,75.85
2025-09-06,payment_processing_fees,global,1756.59
2025-09-06,customer_support_tooling,global,629.98
2025-09-06,insurance,global,390.25
2025-09-07,rent,global,2154.65
2025-09-07,software_licenses,global,1530.25
2025-09-07,logistics,us,1775.66
2025-09-07,logistics,eu,862.95
2025-09-07,logistics,apac,364.03
2025-09-07,logistics,latam,300.94
2025-09-07,packaging,us,474.11
2025-09-07,packaging,eu,192.26
2025-09-07,packaging,apac,88.66
2025-09-07,packaging,latam,70.17
2025-09-07,payment_processing_fees,global,1764.27
2025-09-07,customer_support_tooling,global,545.89
2025-09-07,insurance,global,419.35
2025-09-08,rent,global,1987.12
2025-09-08,software_licenses,global,1305.07
2025-09-08,logistics,us,2192.66
2025-09-08,logistics,eu,816.71
2025-09-08,logistics,apac,353.47
2025-09-08,logistics,latam,296.74
2025-09-08,packaging,us,464.95
2025-09-08,packaging,eu,173.29
2025-09-08,packaging,apac,93.56
2025-09-08,packaging,latam,68.78
2025-09-08,payment_processing_fees,global,1630.65
2025-09-08,customer_support_tooling,global,631.26
2025-09-08,insurance,global,417.56
2025-09-09,rent,global,1929.01
2025-09-09,software_licenses,global,1475.26
2025-09-09,logistics,us,1895.9
2025-09-09,logistics,eu,704.69
2025-09-09,logistics,apac,344.64
2025-09-09,logistics,latam,334.03
2025-09-09,packaging,us,437.47
2025-09-09,packaging,eu,177.88
2025-09-09,packaging,apac,78.92
2025-09-09,packaging,latam,67.47
2025-09-09,payment_processing_fees,global,1632.2
2025-09-09,customer_support_tooling,global,596.18
2025-09-09,insurance,global,413.6
2025-09-10,rent,global,2012.47
2025-09-10,software_licenses,global,1400.65
2025-09-10,logistics,us,1787.89
2025-09-10,logistics,eu,810.57
2025-09-10,logistics,apac,342.68
2025-09-10,logistics,latam,310.49
2025-09-10,packaging,us,479.2
2025-09-10,packaging,eu,193.97
2025-09-10,packaging,apac,78.51
2025-09-10,packaging,latam,79.46
2025-09-10,payment_processing_fees,global,1830.44
2025-09-10,customer_support_tooling,global,628.81
2025-09-10,insurance,global,398.06
2025-09-11,rent,global,1986.2
2025-09-11,software_licenses,global,1439.34
2025-09-11,logistics,us,2061.4
2025-09-11,logistics,eu,814.78
2025-09-11,logistics,apac,369.6
2025-09-11,logistics,latam,302.67
2025-09-11,packaging,us,467.95
2025-09-11,packaging,eu,197.52
2025-09-11,packaging,apac,94.49
2025-09-11,packaging,latam,67.7
2025-09-11,payment_processing_fees,global,1621.37
2025-09-11,customer_support_tooling,global,634.76
2025-09-11,insurance,global,406.53
2025-09-12,rent,global,1954.88
2025-09-12,software_licenses,global,1523.59
2025-09-12,logistics,us,2099.29
2025-09-12,logistics,eu,848.8
2025-09-12,logistics,apac,364.76
2025-09-12,logistics,latam,330.04
2025-09-12,packaging,us,442.21
2025-09-12,packaging,eu,205.65
2025-09-12,packaging,apac,91.68
2025-09-12,packaging,latam,81.62
2025-09-12,payment_processing_fees,global,1653.78
2025-09-12,customer_support_tooling,global,617.54
2025-09-12,insurance,global,399.03
2025-09-13,rent,global,1972.49
2025-09-13,software_licenses,global,1435.02
2025-09-13,logistics,us,2074.52
2025-09-13,logistics,eu,793.35
2025-09-13,logistics,apac,340.27
2025-09-13,logistics,latam,284.31
2025-09-13,packaging,us,402.8
2025-09-13,packaging,eu,195.12
2025-09-13,packaging,apac,85.84
2025-09-13,packaging,latam,84.73
2025-09-13,payment_processing_fees,global,1547.9
2025-09-13,customer_support_tooling,global,592.24
2025-09-13,insurance,global,420.54
2025-09-14,rent,global,2071.16
2025-09-14,software_licenses,global,1375.65
2025-09-14,logistics,us,1995.65
2025-09-14,logistics,eu,788.21
2025-09-14,logistics,apac,360.95
2025-09-14,logistics,latam,279.04
2025-09-14,packaging,us,527.49
2025-09-14,packaging,eu,199.34
2025-09-14,packaging,apac,89.65
2025-09-14,packaging,latam,77.5
2025-09-14,payment_processing_fees,global,1787.72
2025-09-14,customer_support_tooling,global,616.33
2025-09-14,insurance,global,419.92
2025-09-15,rent,global,2023.11
2025-09-15,software_licenses,global,1370.43
2025-09-15,logistics,us,2048.17
2025-09-15,logistics,eu,823.82
2025-09-15,logistics,apac,303.21
2025-09-15,logistics,latam,297.05
2025-09-15,packaging,us,469.01
2025-09-15,packaging,eu,184.1
2025-09-15,packaging,apac,92.26
2025-09-15,packaging,latam,82.66
2025-09-15,payment_processing_fees,global,1679.04
2025-09-15,customer_support_tooling,global,620.15
2025-09-15,insurance,global,395.08
2025-09-16,rent,global,1924.03
2025-09-16,software_licenses,global,1467.05
2025-09-16,logistics,us,2119.95
2025-09-16,logistics,eu,850.55
2025-09-16,logistics,apac,355.07
2025-09-16,logistics,latam,322.12
2025-09-16,packaging,us,472.07
2025-09-16,packaging,eu,200.85
2025-09-16,packaging,apac,72.35
2025-09-16,packaging,latam,71.09
2025-09-16,payment_processing_fees,global,1616.04
2025-09-16,customer_support_tooling,global,558.01
2025-09-16,insurance,global,404.4
2025-09-17,rent,global,1927.04
2025-09-17,software_licenses,global,1466.01
2025-09-17,logistics,us,2009.23
2025-09-17,logistics,eu,851.14
2025-09-17,logistics,apac,353.06
2025-09-17,logistics,latam,328.9
2025-09-17,packaging,us,455.22
2025-09-17,packaging,eu,185.46
2025-09-17,packaging,apac,81.57
2025-09-17,packaging,latam,77.84
2025-09-17,payment_processing_fees,global,1623.9
2025-09-17,customer_support_tooling,global,653.27
2025-09-17,insurance,global,416.37
2025-09-18,rent,global,1871.41
2025-09-18,software_licenses,global,1459.83
2025-09-18,logistics,us,1957.11
2025-09-18,logistics,eu,722.1
2025-09-18,logistics,apac,326.42
2025-09-18,logistics,latam,340.44
2025-09-18,packaging,us,442.62
2025-09-18,packaging,eu,188.39
2025-09-18,packaging,apac,93.42
2025-09-18,packaging,latam,81.63
2025-09-18,payment_processing_fees,global,1791.23
2025-09-18,customer_support_tooling,global,649.21
2025-09-18,insurance,global,447.96
2025-09-19,rent,global,1916.06
2025-09-19,software_licenses,global,1309.87
2025-09-19,logistics,us,1859.67
2025-09-19,logistics,eu,819.62
2025-09-19,logistics,apac,367.52
2025-09-19,logistics,latam,299.41
2025-09-19,packaging,us,432.92
2025-09-19,packaging,eu,181.47
2025-09-19,packaging,apac,89.06
2025-09-19,packaging,latam,74.5
2025-09-19,payment_processing_fees,global,1587.18
2025-09-19,customer_support_tooling,global,643.36
2025-09-19,insurance,global,388.64
2025-09-20,rent,global,1880.63
2025-09-20,software_licenses,global,1457.22
2025-09-20,logistics,us,1803.84
2025-09-20,logistics,eu,838.6
2025-09-20,logistics,apac,373.26
2025-09-20,logistics,latam,304.8
2025-09-20,packaging,us,437.86
2025-09-20,packaging,eu,191.21
2025-09-20,packaging,apac,91.13
2025-09-20,packaging,latam,79.04
2025-09-20,payment_processing_fees,global,1762.91
2025-09-20,customer_support_tooling,global,666.12
2025-09-20,insurance,global,402.93
2025-09-21,rent,global,1840.26
2025-09-21,software_licenses,global,1351.77
2025-09-21,logistics,us,2061.67
2025-09-21,logistics,eu,807.09
2025-09-21,logistics,apac,354.56
2025-09-21,logistics,latam,284.83
2025-09-21,packaging,us,476.69
2025-09-21,packaging,eu,205.91
2025-09-21,packaging,apac,83.35
2025-09-21,packaging,latam,75.35
2025-09-21,payment_processing_fees,global,1804.55
2025-09-21,customer_support_tooling,global,614.66
2025-09-21,insurance,global,442.09
2025-09-22,rent,global,1938.89
2025-09-22,software_licenses,global,1489.33
2025-09-22,logistics,us,1888.28
2025-09-22,logistics,eu,835.35
2025-09-22,logistics,apac,377.37
2025-09-22,logistics,latam,354.07
2025-09-22,packaging,us,406.09
2025-09-22,packaging,eu,179.38
2025-09-22,packaging,apac,97.33
2025-09-22,packaging,latam,75.2
2025-09-22,payment_processing_fees,global,1601.58
2025-09-22,customer_support_tooling,global,547.49
2025-09-22,insurance,global,418.95
2025-09-23,rent,global,1868.34
2025-09-23,software_licenses,global,1306.71
2025-09-23,logistics,us,2017.34
2025-09-23,logistics,eu,727.65
2025-09-23,logistics,apac,358.25
2025-09-23,logistics,latam,306.6
2025-09-23,packaging,us,463.42
2025-09-23,packaging,eu,205.77
2025-09-23,packaging,apac,96.75
2025-09-23,packaging,latam,76.84
2025-09-23,payment_processing_fees,global,1761.26
2025-09-23,customer_support_tooling,global,604.94
2025-09-23,insurance,global,396.46
2025-09-24,rent,global,2046.46
2025-09-24,software_licenses,global,1446.09
2025-09-24,logistics,us,2035.06
2025-09-24,logistics,eu,843.86
2025-09-24,logistics,apac,351.95
2025-09-24,logistics,latam,311.92
2025-09-24,packaging,us,455.41
2025-09-24,packaging,eu,194.35
2025-09-24,packaging,apac,84.29
2025-09-24,packaging,latam,82.83
2025-09-24,payment_processing_fees,global,1741.06
2025-09-24,customer_support_tooling,global,634.59
2025-09-24,insurance,global,456.41
2025-09-25,rent,global,1853.42
2025-09-25,software_licenses,global,1575.31
2025-09-25,logistics,us,2124.08
2025-09-25,logistics,eu,747.69
2025-09-25,logistics,apac,398.23
2025-09-25,logistics,latam,294.64
2025-09-25,packaging,us,477.97
2025-09-25,packaging,eu,193.42
2025-09-25,packaging,apac,87.11
2025-09-25,packaging,latam,77.24
2025-09-25,payment_processing_fees,global,1719.19
2025-09-25,customer_support_tooling,global,659.12
2025-09-25,insurance,global,419.05
2025-09-26,rent,global,1966.19
2025-09-26,software_licenses,global,1597.25
2025-09-26,logistics,us,1782.48
2025-09-26,logistics,eu,812.29
2025-09-26,logistics,apac,331.92
2025-09-26,logistics,latam,282.64
2025-09-26,packaging,us,474.51
2025-09-26,packaging,eu,180.06
2025-09-26,packaging,apac,84.56
2025-09-26,packaging,latam,71.9
2025-09-26,payment_processing_fees,global,1709.86
2025-09-26,customer_support_tooling,global,657.59
2025-09-26,insurance,global,444.28
2025-09-27,rent,global,2089.49
2025-09-27,software_licenses,global,1390.94
2025-09-27,logistics,us,1776.92
2025-09-27,logistics,eu,874.24
2025-09-27,logistics,apac,316.37
2025-09-27,logistics,latam,329.84
2025-09-27,packaging,us,469.15
2025-09-27,packaging,eu,207.41
2025-09-27,packaging,apac,82.22
2025-09-27,packaging,latam,80.51
2025-09-27,payment_processing_fees,global,1757.52
2025-09-27,customer_support_tooling,global,621.84
2025-09-27,insurance,global,418.08
2025-09-28,rent,global,2116.24
2025-09-28,software_licenses,global,1304.61
2025-09-28,logistics,us,1876.58
2025-09-28,logistics,eu,822.71
2025-09-28,logistics,apac,372.9
2025-09-28,logistics,latam,279.76
2025-09-28,packaging,us,439.01
2025-09-28,packaging,eu,177.1
2025-09-28,packaging,apac,98.66
2025-09-28,packaging,latam,68.43
2025-09-28,payment_processing_fees,global,1774.3
2025-09-28,customer_support_tooling,global,634.66
2025-09-28,insurance,global,449.88
2025-09-29,rent,global,1975.29
2025-09-29,software_licenses,global,1566.54
2025-09-29,logistics,us,2029.64
2025-09-29,logistics,eu,882.99
2025-09-29,logistics,apac,392.16
2025-09-29,logistics,latam,343.42
2025-09-29,packaging,us,572.55
2025-09-29,packaging,eu,184.5
2025-09-29,packaging,apac,80.03
2025-09-29,packaging,latam,76.51
2025-09-29,payment_processing_fees,global,1744.93
2025-09-29,customer_support_tooling,global,653.02
2025-09-29,insurance,global,375.09
2025-09-30,rent,global,1982.51
2025-09-30,software_licenses,global,1343.17
2025-09-30,logistics,us,2065.09
2025-09-30,logistics,eu,775.16
2025-09-30,logistics,apac,299.89
2025-09-30,logistics,latam,336.95
2025-09-30,packaging,us,450.48
2025-09-30,packaging,eu,213.21
2025-09-30,packaging,apac,91.42
2025-09-30,packaging,latam,66.41
2025-09-30,payment_processing_fees,global,1676.48
2025-09-30,customer_support_tooling,global,603.76
2025-09-30,insurance,global,437.9
2025-10-01,rent,global,1846.61
2025-10-01,software_licenses,global,1490.44
2025-10-01,logistics,us,1979.86
2025-10-01,logistics,eu,796.83
2025-10-01,logistics,apac,361.43
2025-10-01,logistics,latam,497.65
2025-10-01,packaging,us,521.72
2025-10-01,packaging,eu,188.19
2025-10-01,packaging,apac,88.03
2025-10-01,packaging,latam,67.77
2025-10-01,payment_processing_fees,global,1806.85
2025-10-01,customer_support_tooling,global,651.23
2025-10-01,insurance,global,449.88
2025-10-02,rent,global,1824.15
2025-10-02,software_licenses,global,1372.62
2025-10-02,logistics,us,1803.19
2025-10-02,logistics,eu,832.63
2025-10-02,logistics,apac,362.13
2025-10-02,logistics,latam,542.39
2025-10-02,packaging,us,503.11
2025-10-02,packaging,eu,181.18
2025-10-02,packaging,apac,88.69
2025-10-02,packaging,latam,75.74
2025-10-02,payment_processing_fees,global,1677.06
2025-10-02,customer_support_tooling,global,617.03
2025-10-02,insurance,global,393.2
2025-10-03,rent,global,1900.93
2025-10-03,software_licenses,global,1484.63
2025-10-03,logistics,us,1865.96
2025-10-03,logistics,eu,858.36
2025-10-03,logistics,apac,360.75
2025-10-03,logistics,latam,474.98
2025-10-03,packaging,us,505.69
2025-10-03,packaging,eu,210.52
2025-10-03,packaging,apac,94.22
2025-10-03,packaging,latam,83.59
2025-10-03,payment_processing_fees,global,1798.48
2025-10-03,customer_support_tooling,global,644.48
2025-10-03,insurance,global,399.18
2025-10-04,rent,global,1821.58
2025-10-04,software_licenses,global,1572.09
2025-10-04,logistics,us,2050.85
2025-10-04,logistics,eu,775.9
2025-10-04,logistics,apac,420.29
2025-10-04,logistics,latam,522.17
2025-10-04,packaging,us,444.31
2025-10-04,packaging,eu,192.12
2025-10-04,packaging,apac,83.25
2025-10-04,packaging,latam,71.28
2025-10-04,payment_processing_fees,global,1824.07
2025-10-04,customer_support_tooling,global,645.27
2025-10-04,insurance,global,412.99
2025-10-05,rent,global,1978.52
2025-10-05,software_licenses,global,1536.42
2025-10-05,logistics,us,1906.46
2025-10-05,logistics,eu,905.88
2025-10-05,logistics,apac,356.65
2025-10-05,logistics,latam,558.29
2025-10-05,packaging,us,491.51
2025-10-05,packaging,eu,186.47
2025-10-05,packaging,apac,87.88
2025-10-05,packaging,latam,75.26
2025-10-05,payment_processing_fees,global,1765.02
2025-10-05,customer_support_tooling,global,634.11
2025-10-05,insurance,global,421.9
2025-10-06,rent,global,2023.2
2025-10-06,software_licenses,global,1428.3
2025-10-06,logistics,us,1689.06
2025-10-06,logistics,eu,855.95
2025-10-06,logistics,apac,382.61
2025-10-06,logistics,latam,497.81
2025-10-06,packaging,us,460.54
2025-10-06,packaging,eu,207.38
2025-10-06,packaging,apac,88.76
2025-10-06,packaging,latam,75.16
2025-10-06,payment_processing_fees,global,1771.23
2025-10-06,customer_support_tooling,global,642.08
2025-10-06,insurance,global,403.02
2025-10-07,rent,global,2010.08
2025-10-07,software_licenses,global,1521.72
2025-10-07,logistics,us,1947.54
2025-10-07,logistics,eu,713.44
2025-10-07,logistics,apac,365.97
2025-10-07,logistics,latam,549.68
2025-10-07,packaging,us,485.76
2025-10-07,packaging,eu,184.47
2025-10-07,packaging,apac,94.99
2025-10-07,packaging,latam,77.09
2025-10-07,payment_processing_fees,global,1676.82
2025-10-07,customer_support_tooling,global,641.44
2025-10-07,insurance,global,404.86
2025-10-08,rent,global,2016.24
2025-10-08,software_licenses,global,1423.02
2025-10-08,logistics,us,2087.63
2025-10-08,logistics,eu,844.38
2025-10-08,logistics,apac,368.38
2025-10-08,logistics,latam,527.49
2025-10-08,packaging,us,473.68
2025-10-08,packaging,eu,199.19
2025-10-08,packaging,apac,80.47
2025-10-08,packaging,latam,76.29
2025-10-08,payment_processing_fees,global,1812.4
2025-10-08,customer_support_tooling,global,628.58
2025-10-08,insurance,global,394.18
2025-10-09,rent,global,1978.27
2025-10-09,software_licenses,global,1479.12
2025-10-09,logistics,us,2068.25
2025-10-09,logistics,eu,771.11
2025-10-09,logistics,apac,348.52
2025-10-09,logistics,latam,496.2
2025-10-09,packaging,us,448.23
2025-10-09,packaging,eu,177.58
2025-10-09,packaging,apac,85.03
2025-10-09,packaging,latam,73.75
2025-10-09,payment_processing_fees,global,1694.3
2025-10-09,customer_support_tooling,global,638.2
2025-10-09,insurance,global,433.8
2025-10-10,rent,global,1879.83
2025-10-10,software_licenses,global,1418.32
2025-10-10,logistics,us,1820.47
2025-10-10,logistics,eu,787.85
2025-10-10,logistics,apac,353.73
2025-10-10,logistics,latam,491.76
2025-10-10,packaging,us,451.82
2025-10-10,packaging,eu,168.26
2025-10-10,packaging,apac,83.57
2025-10-10,packaging,latam,81.58
2025-10-10,payment_processing_fees,global,1785.25
2025-10-10,customer_support_tooling,global,614.46
2025-10-10,insurance,global,424.25
2025-10-11,rent,global,1866.85
2025-10-11,software_licenses,global,1441.2
2025-10-11,logistics,us,2071.16
2025-10-11,logistics,eu,825.23
2025-10-11,logistics,apac,337.46
2025-10-11,logistics,latam,536.51
2025-10-11,packaging,us,461.07
2025-10-11,packaging,eu,185.76
2025-10-11,packaging,apac,85.12
2025-10-11,packaging,latam,73.26
2025-10-11,payment_processing_fees,global,1765.08
2025-10-11,customer_support_tooling,global,621.06
2025-10-11,insurance,global,428.13
2025-10-12,rent,global,1908.11
2025-10-12,software_licenses,global,1475.49
2025-10-12,logistics,us,1861.25
2025-10-12,logistics,eu,840.78
2025-10-12,logistics,apac,340.6
2025-10-12,logistics,latam,443.18
2025-10-12,packaging,us,422.24
2025-10-12,packaging,eu,205.79
2025-10-12,packaging,apac,82.81
2025-10-12,packaging,latam,75.77
2025-10-12,payment_processing_fees,global,1775.78
2025-10-12,customer_support_tooling,global,682.71
2025-10-12,insurance,global,404.55
2025-10-13,rent,global,1925.72
2025-10-13,software_licenses,global,1423.72
2025-10-13,logistics,us,2230.21
2025-10-13,logistics,eu,802.14
2025-10-13,logistics,apac,351.83
2025-10-13,logistics,latam,565.95
2025-10-13,packaging,us,504.44
2025-10-13,packaging,eu,211.33
2025-10-13,packaging,apac,89.67
2025-10-13,packaging,latam,74.07
2025-10-13,payment_processing_fees,global,1698.57
2025-10-13,customer_support_tooling,global,627.45
2025-10-13,insurance,global,396.74
2025-10-14,rent,global,1902.0
2025-10-14,software_licenses,global,1614.83
2025-10-14,logistics,us,1701.97
2025-10-14,logistics,eu,848.76
2025-10-14,logistics,apac,351.42
2025-10-14,logistics,latam,554.96
2025-10-14,packaging,us,414.31
2025-10-14,packaging,eu,204.2
2025-10-14,packaging,apac,87.52
2025-10-14,packaging,latam,79.21
2025-10-14,payment_processing_fees,global,1820.39
2025-10-14,customer_support_tooling,global,659.43
2025-10-14,insurance,global,417.73
2025-10-15,rent,global,1958.45
2025-10-15,software_licenses,global,1551.17
2025-10-15,logistics,us,1791.76
2025-10-15,logistics,eu,805.27
2025-10-15,logistics,apac,336.02
2025-10-15,logistics,latam,504.66
2025-10-15,packaging,us,464.3
2025-10-15,packaging,eu,195.76
2025-10-15,packaging,apac,83.92
2025-10-15,packaging,latam,73.25
2025-10-15,payment_processing_fees,global,1754.37
2025-10-15,customer_support_tooling,global,635.82
2025-10-15,insurance,global,400.66
2025-10-16,rent,global,1997.0
2025-10-16,software_licenses,global,1503.19
2025-10-16,logistics,us,2065.84
2025-10-16,logistics,eu,808.74
2025-10-16,logistics,apac,369.03
2025-10-16,logistics,latam,526.56
2025-10-16,packaging,us,457.54
2025-10-16,packaging,eu,187.28
2025-10-16,packaging,apac,87.21
2025-10-16,packaging,latam,70.48
2025-10-16,payment_processing_fees,global,1701.68
2025-10-16,customer_support_tooling,global,620.24
2025-10-16,insurance,global,402.69
2025-10-17,rent,global,1961.53
2025-10-17,software_licenses,global,1479.37
2025-10-17,logistics,us,2009.96
2025-10-17,logistics,eu,950.16
2025-10-17,logistics,apac,364.38
2025-10-17,logistics,latam,558.65
2025-10-17,packaging,us,479.18
2025-10-17,packaging,eu,180.05
2025-10-17,packaging,apac,84.94
2025-10-17,packaging,latam,80.73
2025-10-17,payment_processing_fees,global,1674.24
2025-10-17,customer_support_tooling,global,672.87
2025-10-17,insurance,global,401.31
2025-10-18,rent,global,1891.74
2025-10-18,software_licenses,global,1450.69
2025-10-18,logistics,us,2029.07
2025-10-18,logistics,eu,772.31
2025-10-18,logistics,apac,362.2
2025-10-18,logistics,latam,494.55
2025-10-18,packaging,us,461.63
2025-10-18,packaging,eu,187.23
2025-10-18,packaging,apac,87.11
2025-10-18,packaging,latam,75.57
2025-10-18,payment_processing_fees,global,1757.37
2025-10-18,customer_support_tooling,global,593.25
2025-10-18,insurance,global,425.59
2025-10-19,rent,global,1973.87
2025-10-19,software_licenses,global,1467.48
2025-10-19,logistics,us,2033.86
2025-10-19,logistics,eu,849.58
2025-10-19,logistics,apac,395.83
2025-10-19,logistics,latam,526.75
2025-10-19,packaging,us,476.42
2025-10-19,packaging,eu,205.69
2025-10-19,packaging,apac,79.87
2025-10-19,packaging,latam,75.63
2025-10-19,payment_processing_fees,global,1694.36
2025-10-19,customer_support_tooling,global,683.08
2025-10-19,insurance,global,367.54
2025-10-20,rent,global,2031.63
2025-10-20,software_licenses,global,1420.64
2025-10-20,logistics,us,1860.17
2025-10-20,logistics,eu,842.91
2025-10-20,logistics,apac,360.43
2025-10-20,logistics,latam,536.8
2025-10-20,packaging,us,504.75
2025-10-20,packaging,eu,195.78
2025-10-20,packaging,apac,89.1
2025-10-20,packaging,latam,80.01
2025-10-20,payment_processing_fees,global,1745.42
2025-10-20,customer_support_tooling,global,636.13
2025-10-20,insurance,global,417.92
2025-10-21,rent,global,1971.43
2025-10-21,software_licenses,global,1631.41
2025-10-21,logistics,us,2153.83
2025-10-21,logistics,eu,809.09
2025-10-21,logistics,apac,316.11
2025-10-21,logistics,latam,489.37
2025-10-21,packaging,us,420.58
2025-10-21,packaging,eu,217.33
2025-10-21,packaging,apac,84.29
2025-10-21,packaging,latam,66.51
2025-10-21,payment_processing_fees,global,1665.03
2025-10-21,customer_support_tooling,global,675.78
2025-10-21,insurance,global,408.46
2025-10-22,rent,global,1914.06
2025-10-22,software_licenses,global,1415.2
2025-10-22,logistics,us,1885.93
2025-10-22,logistics,eu,792.63
2025-10-22,logistics,apac,382.44
2025-10-22,logistics,latam,562.14
2025-10-22,packaging,us,463.49
2025-10-22,packaging,eu,216.5
2025-10-22,packaging,apac,84.25
2025-10-22,packaging,latam,75.62
2025-10-22,payment_processing_fees,global,1834.47
2025-10-22,customer_support_tooling,global,622.92
2025-10-22,insurance,global,430.11
2025-10-23,rent,global,2037.49
2025-10-23,software_licenses,global,1411.82
2025-10-23,logistics,us,2063.39
2025-10-23,logistics,eu,908.79
2025-10-23,logistics,apac,354.95
2025-10-23,logistics,latam,509.11
2025-10-23,packaging,us,523.72
2025-10-23,packaging,eu,193.69
2025-10-23,packaging,apac,84.65
2025-10-23,packaging,latam,74.23
2025-10-23,payment_processing_fees,global,1878.88
2025-10-23,customer_support_tooling,global,637.32
2025-10-23,insurance,global,444.72
2025-10-24,rent,global,2051.4
2025-10-24,software_licenses,global,1519.23
2025-10-24,logistics,us,1796.97
2025-10-24,logistics,eu,729.51
2025-10-24,logistics,apac,377.35
2025-10-24,logistics,latam,520.81
2025-10-24,packaging,us,418.32
2025-10-24,packaging,eu,194.19
2025-10-24,packaging,apac,81.49
2025-10-24,packaging,latam,76.34
2025-10-24,payment_processing_fees,global,1773.52
2025-10-24,customer_support_tooling,global,621.34
2025-10-24,insurance,global,448.48
2025-10-25,rent,global,2024.68
2025-10-25,software_licenses,global,1543.83
2025-10-25,logistics,us,2220.4
2025-10-25,logistics,eu,856.04
2025-10-25,logistics,apac,365.2
2025-10-25,logistics,latam,511.69
2025-10-25,packaging,us,460.09
2025-10-25,packaging,eu,195.85
2025-10-25,packaging,apac,86.72
2025-10-25,packaging,latam,81.68
2025-10-25,payment_processing_fees,global,1895.23
2025-10-25,customer_support_tooling,global,585.5
2025-10-25,insurance,global,387.98
2025-10-26,rent,global,1947.4
2025-10-26,software_licenses,global,1442.95
2025-10-26,logistics,us,1948.96
2025-10-26,logistics,eu,767.49
2025-10-26,logistics,apac,321.29
2025-10-26,logistics,latam,504.2
2025-10-26,packaging,us,512.98
2025-10-26,packaging,eu,194.59
2025-10-26,packaging,apac,67.08
2025-10-26,packaging,latam,75.52
2025-10-26,payment_processing_fees,global,1688.12
2025-10-26,customer_support_tooling,global,613.33
2025-10-26,insurance,global,399.88
2025-10-27,rent,global,2085.95
2025-10-27,software_licenses,global,1515.4
2025-10-27,logistics,us,1940.69
2025-10-27,logistics,eu,784.55
2025-10-27,logistics,apac,375.77
2025-10-27,logistics,latam,513.71
2025-10-27,packaging,us,430.02
2025-10-27,packaging,eu,191.04
2025-10-27,packaging,apac,82.78
2025-10-27,packaging,latam,76.97
2025-10-27,payment_processing_fees,global,1774.19
2025-10-27,customer_support_tooling,global,671.24
2025-10-27,insurance,global,446.83
2025-10-28,rent,global,2085.39
2025-10-28,software_licenses,global,1516.73
2025-10-28,logistics,us,1933.95
2025-10-28,logistics,eu,774.24
2025-10-28,logistics,apac,369.64
2025-10-28,logistics,latam,516.17
2025-10-28,packaging,us,437.96
2025-10-28,packaging,eu,178.6
2025-10-28,packaging,apac,94.05
2025-10-28,packaging,latam,77.41
2025-10-28,payment_processing_fees,global,1809.66
2025-10-28,customer_support_tooling,global,662.36
2025-10-28,insurance,global,373.56
2025-10-29,rent,global,1987.55
