Date,Day of Week,Exercise,Weight,Reps,Start Time,RPE,Notes,,,,,,,,,,,,,,,,
2017-12-03,Sunday,Barbell Squat,275,2,2017-12-06 1:17:34,,,,,,,,,,,,,,,,,,
2017-12-03,Sunday,Barbell Squat,260,3,2017-12-06 1:17:34,,,,,,,,,,,,,,,,,,
2017-12-03,Sunday,Barbell Squat,245,3,2017-12-06 1:17:34,,,,,,,,,,,,,,,,,,
2017-12-03,Sunday,Barbell Squat,235,3,2017-12-06 1:17:34,,,,,,,,,,,,,,,,,,
2017-12-03,Sunday,Barbell Squat,225,5,2017-12-06 1:17:34,,,,,,,,,,,,,,,,,,
2017-12-03,Sunday,Barbell Stiff-Legged Barbell Deadlift,135,3,2017-12-06 1:17:34,,,,,,,,,,,,,,,,,,
2017-12-03,Sunday,Barbell Stiff-Legged Barbell Deadlift,135,5,2017-12-06 1:17:34,,,,,,,,,,,,,,,,,,
2017-12-03,Sunday,Barbell Stiff-Legged Barbell Deadlift,135,8,2017-12-06 1:17:34,,,,,,,,,,,,,,,,,,
2017-12-03,Sunday,Hanging Leg Raise,10,15,2017-12-06 1:17:34,,,,,,,,,,,,,,,,,,
2017-12-03,Sunday,Hanging Leg Raise,10,15,2017-12-06 1:17:34,,,,,,,,,,,,,,,,,,
2017-12-03,Sunday,Hanging Leg Raise,10,15,2017-12-06 1:17:34,,,,,,,,,,,,,,,,,,
2017-12-03,Sunday,Chin Up,181,4,2017-12-06 1:17:34,,,,,,,,,,,,,,,,,,
2017-12-03,Sunday,Chin Up,181,13,2017-12-06 1:17:34,,,,,,,,,,,,,,,,,,
2017-12-03,Sunday,Chin Up,181,6,2017-12-06 1:17:34,,,,,,,,,,,,,,,,,,
2017-12-03,Sunday,Chin Up,181,4,2017-12-06 1:17:34,,,,,,,,,,,,,,,,,,
2017-12-03,Sunday,Standing Calf Raises,130,5,2017-12-06 1:17:34,,,,,,,,,,,,,,,,,,
2017-12-03,Sunday,Standing Calf Raises,130,5,2017-12-06 1:17:34,,,,,,,,,,,,,,,,,,
2017-12-01,Friday,Flat Barbell Bench Press,205,5,,,,,,,,,,,,,,,,,,,
2017-12-01,Friday,Flat Barbell Bench Press,235,2,,,,,,,,,,,,,,,,,,,
2017-12-01,Friday,Flat Barbell Bench Press,260,1,,,,,,,,,,,,,,,,,,,
2017-12-01,Friday,Flat Barbell Bench Press,250,1,,,,,,,,,,,,,,,,,,,
2017-12-01,Friday,Flat Barbell Bench Press,235,1,,,,,,,,,,,,,,,,,,,
2017-12-01,Friday,Flat Barbell Bench Press,220,2,,,,,,,,,,,,,,,,,,,
2017-12-01,Friday,Flat Barbell Bench Press,205,3,,,,,,,,,,,,,,,,,,,
2017-12-01,Friday,Flat Barbell Bench Press,195,3,,,,,,,,,,,,,,,,,,,
2017-12-01,Friday,Flat Barbell Bench Press,180,5,,,,,,,,,,,,,,,,,,,
2017-12-01,Friday,Barbell Close Grip Bench Press,145,3,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-12-01,Friday,Barbell Close Grip Bench Press,145,5,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-12-01,Friday,Pull Up,120,5,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-12-01,Friday,Pull Up,120,5,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-29,Wednesday,Barbell Deadlift,275,4,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-29,Wednesday,Barbell Deadlift,305,3,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-29,Wednesday,Barbell Deadlift,340,2,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-29,Wednesday,Barbell Deadlift,325,1,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-29,Wednesday,Barbell Deadlift,305,2,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-29,Wednesday,Barbell Deadlift,290,3,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-29,Wednesday,Barbell Deadlift,275,3,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-29,Wednesday,Barbell Deadlift,250,3,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-29,Wednesday,Barbell Deadlift,235,3,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-28,Tuesday,Overhead Press,115,5,,,,,,,,,,,,,,,,,,,
2017-11-28,Tuesday,Overhead Press,130,3,,,,,,,,,,,,,,,,,,,
2017-11-28,Tuesday,Overhead Press,145,2,,,,,,,,,,,,,,,,,,,
2017-11-28,Tuesday,Overhead Press,135,3,,,,,,,,,,,,,,,,,,,
2017-11-28,Tuesday,Overhead Press,135,2,,,,,,,,,,,,,,,,,,,
2017-11-28,Tuesday,Overhead Press,115,5,,,,,,,,,,,,,,,,,,,
2017-11-28,Tuesday,Overhead Press,105,5,,,,,,,,,,,,,,,,,,,
2017-11-28,Tuesday,Barbell Incline Bench Press,165,3,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-28,Tuesday,Barbell Incline Bench Press,165,7,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-28,Tuesday,Barbell Incline Bench Press,165,4,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-28,Tuesday,Dumbbell Bent Over Delt Raise,20,15,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-28,Tuesday,Dumbbell Bent Over Delt Raise,20,10,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-28,Tuesday,Dumbbell Bent Over Delt Raise,20,10,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-28,Tuesday,Dumbbell Front Raise,20,15,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-28,Tuesday,Dumbbell Front Raise,20,14,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-28,Tuesday,Dumbbell Front Raise,20,10,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-27,Monday,Barbell Squat,135,5,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-27,Monday,Barbell Squat,155,3,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-27,Monday,Barbell Squat,185,5,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-27,Monday,Barbell Squat,175,3,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-27,Monday,Barbell Squat,165,3,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-27,Monday,Barbell Squat,155,5,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-27,Monday,Barbell Squat,145,5,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-27,Monday,Barbell Squat,135,5,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-27,Monday,Barbell Stiff-Legged Barbell Deadlift,90,3,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-27,Monday,Barbell Stiff-Legged Barbell Deadlift,90,5,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-26,Sunday,Overhead Press,65,3,,,,,,,,,,,,,,,,,,,
2017-11-26,Sunday,Overhead Press,65,5,,,,,,,,,,,,,,,,,,,
2017-11-26,Sunday,Overhead Press,65,7,,,,,,,,,,,,,,,,,,,
2017-11-26,Sunday,Overhead Press,65,4,,,,,,,,,,,,,,,,,,,
2017-11-26,Sunday,Overhead Press,65,6,,,,,,,,,,,,,,,,,,,
2017-11-26,Sunday,Overhead Press,65,8,,,,,,,,,,,,,,,,,,,
2017-11-26,Sunday,Flat Barbell Bench Press,135,4,,,,,,,,,,,,,,,,,,,
2017-11-26,Sunday,Flat Barbell Bench Press,135,4,,,,,,,,,,,,,,,,,,,
2017-11-26,Sunday,Flat Barbell Bench Press,135,4,,,,,,,,,,,,,,,,,,,
2017-11-26,Sunday,Flat Barbell Bench Press,115,5,,,,,,,,,,,,,,,,,,,
2017-11-26,Sunday,Flat Barbell Bench Press,105,6,,,,,,,,,,,,,,,,,,,
2017-11-26,Sunday,Flat Barbell Bench Press,105,7,,,,,,,,,,,,,,,,,,,
2017-11-26,Sunday,Flat Barbell Bench Press,100,10,,,,,,,,,,,,,,,,,,,
2017-11-26,Sunday,Barbell Row,95,3,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-26,Sunday,Barbell Row,95,5,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-26,Sunday,Barbell Row,95,7,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-26,Sunday,Barbell Row,95,4,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-26,Sunday,Hanging Leg Raise,10,15,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-26,Sunday,Hanging Leg Raise,10,7,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-26,Sunday,Dumbbell Lateral Raise,20,15,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-22,Wednesday,Overhead Press,65,5,,,,,,,,,,,,,,,,,,,
2017-11-22,Wednesday,Overhead Press,75,3,,,,,,,,,,,,,,,,,,,
2017-11-22,Wednesday,Overhead Press,85,3,,,,,,,,,,,,,,,,,,,
2017-11-22,Wednesday,Overhead Press,80,3,,,,,,,,,,,,,,,,,,,
2017-11-22,Wednesday,Overhead Press,75,3,,,,,,,,,,,,,,,,,,,
2017-11-22,Wednesday,Overhead Press,70,3,,,,,,,,,,,,,,,,,,,
2017-11-22,Wednesday,Flat Barbell Bench Press,135,5,,,,,,,,,,,,,,,,,,,
2017-11-22,Wednesday,Flat Barbell Bench Press,145,3,,,,,,,,,,,,,,,,,,,
2017-11-22,Wednesday,Flat Barbell Bench Press,155,5,,,,,,,,,,,,,,,,,,,
2017-11-22,Wednesday,Flat Barbell Bench Press,145,3,,,,,,,,,,,,,,,,,,,
2017-11-22,Wednesday,Flat Barbell Bench Press,135,12,,,,,,,,,,,,,,,,,,,
2017-11-22,Wednesday,Flat Barbell Bench Press,135,5,,,,,,,,,,,,,,,,,,,
2017-11-22,Wednesday,Flat Barbell Bench Press,135,4,,,,,,,,,,,,,,,,,,,
2017-11-22,Wednesday,Pull Up,120,3,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-21,Tuesday,Barbell Deadlift,135,5,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-21,Tuesday,Barbell Deadlift,185,3,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-21,Tuesday,Barbell Deadlift,205,4,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-21,Tuesday,Barbell Deadlift,185,3,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-21,Tuesday,Barbell Deadlift,175,3,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-21,Tuesday,Barbell Deadlift,155,3,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-21,Tuesday,Barbell Deadlift,145,3,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-21,Tuesday,Barbell Deadlift,135,3,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-21,Tuesday,Barbell Deadlift,135,3,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-21,Tuesday,Chin Up,180,3,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-21,Tuesday,Chin Up,180,8,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-20,Monday,Overhead Press,75,6,,,,,,,,,,,,,,,,,,,
2017-11-20,Monday,Overhead Press,90,5,,,,,,,,,,,,,,,,,,,
2017-11-20,Monday,Overhead Press,105,3,,,,,,,,,,,,,,,,,,,
2017-11-20,Monday,Overhead Press,105,5,,,,,,,,,,,,,,,,,,,
2017-11-20,Monday,Overhead Press,105,7,,,,,,,,,,,,,,,,,,,
2017-11-20,Monday,Overhead Press,105,4,,,,,,,,,,,,,,,,,,,
2017-11-20,Monday,Overhead Press,105,6,,,,,,,,,,,,,,,,,,,
2017-11-20,Monday,Overhead Press,105,8,,,,,,,,,,,,,,,,,,,
2017-11-20,Monday,Flat Barbell Bench Press,175,6,,,,,,,,,,,,,,,,,,,
2017-11-20,Monday,Flat Barbell Bench Press,205,6,,,,,,,,,,,,,,,,,,,
2017-11-20,Monday,Flat Barbell Bench Press,230,2,,,,,,,,,,,,,,,,,,,
2017-11-20,Monday,Flat Barbell Bench Press,230,2,,,,,,,,,,,,,,,,,,,
2017-11-20,Monday,Flat Barbell Bench Press,230,1,,,,,,,,,,,,,,,,,,,
2017-11-20,Monday,Flat Barbell Bench Press,215,1,,,,,,,,,,,,,,,,,,,
2017-11-20,Monday,Flat Barbell Bench Press,205,5,,,,,,,,,,,,,,,,,,,
2017-11-20,Monday,Flat Barbell Bench Press,190,4,,,,,,,,,,,,,,,,,,,
2017-11-20,Monday,Flat Barbell Bench Press,175,6,,,,,,,,,,,,,,,,,,,
2017-11-20,Monday,Barbell Row,135,3,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-20,Monday,Barbell Row,135,8,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-20,Monday,Barbell Row,135,5,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-19,Sunday,Barbell Squat,250,5,,,,,,,,,,,,,,,,,,,
2017-11-19,Sunday,Barbell Squat,280,3,,,,,,,,,,,,,,,,,,,
2017-11-19,Sunday,Barbell Squat,315,2,,,,,,,,,,,,,,,,,,,
2017-11-19,Sunday,Barbell Squat,295,1,,,,,,,,,,,,,,,,,,,
2017-11-19,Sunday,Barbell Squat,280,1,,,,,,,,,,,,,,,,,,,
2017-11-19,Sunday,Barbell Squat,265,2,,,,,,,,,,,,,,,,,,,
2017-11-19,Sunday,Barbell Squat,250,4,,,,,,,,,,,,,,,,,,,
2017-11-19,Sunday,Barbell Squat,230,3,,,,,,,,,,,,,,,,,,,
2017-11-19,Sunday,Barbell Squat,225,3,,,,,,,,,,,,,,,,,,,
2017-11-19,Sunday,Barbell Squat,250,5,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-19,Sunday,Barbell Squat,280,3,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-19,Sunday,Barbell Squat,315,2,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-19,Sunday,Barbell Squat,295,1,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-19,Sunday,Barbell Squat,280,1,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-19,Sunday,Barbell Squat,265,2,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-19,Sunday,Barbell Squat,250,4,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-19,Sunday,Barbell Squat,230,3,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-19,Sunday,Barbell Squat,225,3,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-19,Sunday,Hanging Leg Raise,10,15,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-19,Sunday,Hanging Leg Raise,10,15,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-19,Sunday,Hanging Leg Raise,10,15,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-19,Sunday,Pull Up,120,1,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-19,Sunday,Pull Up,120,5,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-19,Sunday,Pull Up,120,5,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-19,Sunday,Pull Up,120,5,2017-12-02 1:13:39,,,,,,,,,,,,,,,,,,
2017-11-19,Sunday,Weighted Pull Up,225,3,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-19,Sunday,Standing One Leg Bodyweight Calf Raise,180,12,2022-11-15 17:56:04,,,,,,,,,,,,,,,,,,
2017-11-19,Sunday,Standing One Leg Bodyweight Calf Raise,180,8,2022-11-15 17:56:04,,,,,,,,,,,,,,,,,,
2017-11-17,Friday,Flat Barbell Bench Press,205,5,,,,,,,,,,,,,,,,,,,
2017-11-17,Friday,Flat Barbell Bench Press,230,3,,,,,,,,,,,,,,,,,,,
2017-11-17,Friday,Flat Barbell Bench Press,255,2,,,,,,,,,,,,,,,,,,,
2017-11-17,Friday,Flat Barbell Bench Press,245,2,,,,,,,,,,,,,,,,,,,
2017-11-17,Friday,Flat Barbell Bench Press,230,4,,,,,,,,,,,,,,,,,,,
2017-11-17,Friday,Flat Barbell Bench Press,215,3,,,,,,,,,,,,,,,,,,,
2017-11-17,Friday,Flat Barbell Bench Press,205,5,,,,,,,,,,,,,,,,,,,
2017-11-17,Friday,Flat Barbell Bench Press,190,3,,,,,,,,,,,,,,,,,,,
2017-11-17,Friday,Flat Barbell Bench Press,175,6,,,,,,,,,,,,,,,,,,,
2017-11-17,Friday,Barbell Close Grip Bench Press,145,3,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-17,Friday,Barbell Close Grip Bench Press,145,5,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-17,Friday,Barbell Close Grip Bench Press,145,7,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-17,Friday,Barbell Stiff-Legged Barbell Deadlift,135,3,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-17,Friday,Barbell Stiff-Legged Barbell Deadlift,135,5,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-17,Friday,Barbell Stiff-Legged Barbell Deadlift,135,8,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-17,Friday,Dumbbell Bicep Curl,20,8,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-17,Friday,Dumbbell Bicep Curl,30,6,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-17,Friday,Dumbbell Bicep Curl,30,6,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-17,Friday,Seated Calf Raise,45,5,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-17,Friday,Seated Calf Raise,70,8,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-17,Friday,Seated Calf Raise,80,2,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-15,Wednesday,Overhead Press,115,5,,,,,,,,,,,,,,,,,,,
2017-11-15,Wednesday,Overhead Press,130,3,,,,,,,,,,,,,,,,,,,
2017-11-15,Wednesday,Overhead Press,145,1,,,,,,,,,,,,,,,,,,,
2017-11-15,Wednesday,Overhead Press,135,2,,,,,,,,,,,,,,,,,,,
2017-11-15,Wednesday,Overhead Press,130,3,,,,,,,,,,,,,,,,,,,
2017-11-15,Wednesday,Overhead Press,120,3,,,,,,,,,,,,,,,,,,,
2017-11-15,Wednesday,Overhead Press,115,5,,,,,,,,,,,,,,,,,,,
2017-11-15,Wednesday,Overhead Press,105,5,,,,,,,,,,,,,,,,,,,
2017-11-15,Wednesday,Overhead Press,100,10,,,,,,,,,,,,,,,,,,,
2017-11-15,Wednesday,Dumbbell Front Raise,20,15,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-15,Wednesday,Dumbbell Front Raise,20,15,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-15,Wednesday,Dumbbell Front Raise,20,15,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-15,Wednesday,Barbell Incline Bench Press,155,3,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-15,Wednesday,Barbell Incline Bench Press,155,7,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-15,Wednesday,Barbell Incline Bench Press,155,6,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-15,Wednesday,Dumbbell Bent Over Delt Raise,20,15,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-15,Wednesday,Dumbbell Bent Over Delt Raise,20,10,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-15,Wednesday,Dumbbell Bent Over Delt Raise,20,10,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-15,Wednesday,Hanging Leg Raise,10,15,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-15,Wednesday,Hanging Leg Raise,10,12,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-15,Wednesday,Hanging Leg Raise,10,10,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-15,Wednesday,Standing Calf Raises,115,5,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-15,Wednesday,Standing Calf Raises,115,5,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-15,Wednesday,Standing One Leg Bodyweight Calf Raise,177,7,2022-11-15 17:56:04,,,,,,,,,,,,,,,,,,
2017-11-14,Tuesday,Barbell Deadlift,265,5,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-14,Tuesday,Barbell Deadlift,300,3,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-14,Tuesday,Barbell Deadlift,335,3,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-14,Tuesday,Barbell Deadlift,315,2,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-14,Tuesday,Barbell Deadlift,300,2,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-14,Tuesday,Barbell Deadlift,280,3,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-14,Tuesday,Barbell Deadlift,265,3,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-14,Tuesday,Barbell Deadlift,245,3,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-14,Tuesday,Barbell Deadlift,230,5,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-14,Tuesday,Pull Up,120,5,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-14,Tuesday,Pull Up,120,10,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-14,Tuesday,Pull Up,120,8,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-14,Tuesday,Pull Up,120,5,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-13,Monday,Overhead Press,75,8,,,,,,,,,,,,,,,,,,,
2017-11-13,Monday,Overhead Press,90,6,,,,,,,,,,,,,,,,,,,
2017-11-13,Monday,Overhead Press,105,3,,,,,,,,,,,,,,,,,,,
2017-11-13,Monday,Overhead Press,105,7,,,,,,,,,,,,,,,,,,,
2017-11-13,Monday,Overhead Press,105,4,,,,,,,,,,,,,,,,,,,
2017-11-13,Monday,Flat Barbell Bench Press,175,8,,,,,,,,,,,,,,,,,,,
2017-11-13,Monday,Flat Barbell Bench Press,205,6,,,,,,,,,,,,,,,,,,,
2017-11-13,Monday,Flat Barbell Bench Press,230,4,,,,,,,,,,,,,,,,,,,
2017-11-13,Monday,Flat Barbell Bench Press,230,3,,,,,,,,,,,,,,,,,,,
2017-11-13,Monday,Flat Barbell Bench Press,230,3,,,,,,,,,,,,,,,,,,,
2017-11-13,Monday,Flat Barbell Bench Press,215,4,,,,,,,,,,,,,,,,,,,
2017-11-13,Monday,Flat Barbell Bench Press,205,6,,,,,,,,,,,,,,,,,,,
2017-11-13,Monday,Flat Barbell Bench Press,190,7,,,,,,,,,,,,,,,,,,,
2017-11-13,Monday,Flat Barbell Bench Press,175,8,,,,,,,,,,,,,,,,,,,
2017-11-13,Monday,Barbell Row,135,3,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-13,Monday,Barbell Row,160,3,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-13,Monday,Barbell Row,180,4,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-13,Monday,Barbell Row,170,3,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-13,Monday,Barbell Row,155,3,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-13,Monday,Dumbbell Lateral Raise,30,6,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-13,Monday,Dumbbell Lateral Raise,20,15,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-13,Monday,Dumbbell Lateral Raise,20,15,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-12,Sunday,Barbell Squat,245,5,,,,,,,,,,,,,,,,,,,
2017-11-12,Sunday,Barbell Squat,275,3,,,,,,,,,,,,,,,,,,,
2017-11-12,Sunday,Barbell Squat,310,2,,,,,,,,,,,,,,,,,,,
2017-11-12,Sunday,Barbell Squat,295,1,,,,,,,,,,,,,,,,,,,
2017-11-12,Sunday,Barbell Squat,275,3,,,,,,,,,,,,,,,,,,,
2017-11-12,Sunday,Barbell Squat,260,3,,,,,,,,,,,,,,,,,,,
2017-11-12,Sunday,Barbell Squat,245,5,,,,,,,,,,,,,,,,,,,
2017-11-12,Sunday,Barbell Squat,230,5,,,,,,,,,,,,,,,,,,,
2017-11-12,Sunday,Barbell Squat,245,5,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-12,Sunday,Barbell Squat,275,3,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-12,Sunday,Barbell Squat,310,2,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-12,Sunday,Barbell Squat,295,1,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-12,Sunday,Barbell Squat,275,3,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-12,Sunday,Barbell Squat,260,3,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-12,Sunday,Barbell Squat,245,5,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-12,Sunday,Barbell Squat,230,5,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-10,Friday,Flat Barbell Bench Press,205,5,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-10,Friday,Flat Barbell Bench Press,230,3,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-10,Friday,Flat Barbell Bench Press,255,0,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-10,Friday,Flat Barbell Bench Press,245,1,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-10,Friday,Flat Barbell Bench Press,230,1,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-10,Friday,Flat Barbell Bench Press,215,3,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-10,Friday,Flat Barbell Bench Press,205,4,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-10,Friday,Flat Barbell Bench Press,190,3,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-10,Friday,Flat Barbell Bench Press,175,7,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-10,Friday,Barbell Close Grip Bench Press,135,3,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
2017-11-10,Friday,Barbell Close Grip Bench Press,135,8,2018-07-31 20:40:40,,,,,,,,,,,,,,,,,,
